0.102862553,0.025210163,0.011662015,0.080918957,0.305510528,0.142828743,0.105942284,0.156562256
0.09093069,0.059165913,0.045049427,0.067189178,0.136068515,0.159407016,0.123030387,0.081813856
0.554757122,0.055927355,0.046639163,0.029265349,0.301462366,0.373760179,1,0.212646
0.535586802,0.047063366,0.155485626,0.128734704,1,0.588873032,0.47025563,0.438013413
0.228413501,0.392129241,0.687501298,0.312756782,0.166893491,0.277861793,0.171184173,0.117186027
0.211609322,0.071684884,0.033052263,0.215410451,0.30760829,0.275753122,0.30669619,0.081311105
0.127619027,0.081076972,0.159213793,0.060855599,0.189093368,0.139619587,0.020468819,0.00881611
0.222731592,0.18884682,0.097125129,0.156748866,0.130772098,0.22191456,0.04400862,0.020406331
0.709630878,0.616557818,0.73816522,0.445788558,0.779934293,0.597747911,0.085269172,0.038577213
0.117216355,0.003256049,0.017315067,0.000567915,0.011633048,0.005310727,0.00441536,0.003088332
0.158117526,0.050469436,0.007607596,0.027761263,0.29626997,0.07375379,0.026531702,0.019876646
0.101037459,0.011032221,0.030786296,0.014089163,0.040108876,0.043621802,0.013311981,0.006849991
0.192991209,0.208768594,0.291467332,0.402615957,0.555083607,0.258954752,0.098680005,0.050867696
0.80650374,0.020361072,0.001138915,0.065041751,0.194485138,0.074840075,0.034195976,0.019355939
0.044916377,0.01058956,0.019201395,0.009228612,0.035618623,0.008505683,0.006267175,0.003411529
0.253324406,0,0.000486412,0.00399315,0.009925365,0.011146847,0.00145641,0.002109761
0.813196829,0.038905752,0.027983498,0.13998873,0.38711523,0.159044921,0.026861206,0.033262409
0.394363449,0.0973478,0.437663682,0.073995279,0.364689973,0.261986411,0.103293068,0.274215124
0.419715329,0.020828624,0.063144532,0.0135878,0.081379322,0.240218109,0.115366112,0.068535826
0.215970107,0.099771,0.026233602,0.011943954,0.250448592,0.165896327,0.018676315,0.011922397
0.263126633,0.035291807,0.038035016,0.017438971,0.065680776,0.026035343,0.02714458,0.005907332
0.189172912,0.015223376,0.03323615,0.043718332,0.024765735,0.028768806,0.028745972,0.024904163
0.022622519,0.004425267,0.026456046,0.019914724,0.035280554,0.024594063,0.026775535,0.005395603
0.527536952,0.150331929,0.554349083,0.747575271,0.660283805,0.76857867,0.138826832,0.092057421
0.200247666,0.021064755,0.032183247,0.018570364,0.131846985,0.034441628,0.010036707,0.003546195
0.433470845,0.072309185,0.18486904,0.014770216,0.113539238,0.090445661,0.085539366,0.020532019
0.612904886,0.115457892,0.122818933,0.011227405,0.204306481,0.176865677,0.075944195,0.032059397
0.239789556,0.055770607,0.059920573,0.113665001,0.256360468,0.060079377,0.082099339,0.027768052
0.254155597,0.05152967,0.110198925,0.220168955,0.056916982,0.130219316,0.07633301,0.052151508
