102842,8001,2375,4117,3191,1394,1366,1522,94,43
104064,7129,2812,3941,3368,1396,1435,1547,94,43
113838,10392,4096,5158,3768,1580,1065,987,94,43
158760,12384,3293,5148,4220,2056,1448,1652,94,43
120902,23224,1781,1232,7866,2050,1918,3859,94,43
1224650,646746,251828,181085,184489,189413,179598,44915,94,43
1289832,29257,40541,19333,25690,31990,35268,8672,94,43
591372,227366,164741,304202,175652,148246,118394,64512,94,43
1390306,61502,121673,70804,91577,983825,332061,65487,94,43
214636,53146,40348,27561,17887,8229,6133,5491,94,43
1217173,98114,75608,76702,158599,412286,200337,100590,94,43
1454832,166220,69671,19821,161707,976045,225210,114962,94,43
732690,36652,30117,129186,118729,747623,250885,53448,94,43
726168,28811,56688,212863,279766,532854,121038,60115,94,43
956558,633971,30502,38222,57520,40609,10258,2104,94,43
1559503,38370,155834,146961,85470,43291,19330,12348,94,43
1213081,170899,100164,39373,58020,42281,15479,22785,94,43
834013,58543,74836,91903,88668,45652,85403,8245,94,43
709146,498876,70696,23745,96249,25209,12653,29623,94,43
798801,217307,17304,15434,17690,10994,15101,4998,94,43
2347730,69729,155627,115001,21973,99179,36905,65685,94,43
326632,15629,6412,44782,20384,38472,22647,6842,47,81
524088,84670,36555,19285,6417,28676,18560,11253,47,81
1953064,178160,165815,129412,24547,206578,38600,54370,47,81
1976247,205185,114830,78120,43243,199623,41728,37324,47,81
545683,19962,30902,38329,13942,33906,9434,9804,47,81
265811,57398,20701,79646,16074,39674,10364,7177,47,81
384732,27584,6004,64313,24712,32759,10867,6249,47,81
158681,45964,17271,34645,12881,32775,6640,8912,47,81
660124,27611,13690,57042,7875,29892,18249,5510,47,81
489119,78206,93182,131141,45769,91547,43321,43109,47,81
427665,35147,27925,22490,12317,27377,19599,8633,47,81
410984,39321,34162,9308,20078,22602,9948,10146,47,81
411546,9042,1700,42213,8899,53062,21520,18263,47,81
2296963,167752,149801,171791,45872,108739,57831,26781,47,81
1132281,537881,81365,137278,60113,91174,59881,26569,47,81
432430,92382,14139,4920,8403,13649,11547,9266,47,81
2818501,248201,68379,52155,32066,96327,30574,33498,47,81
