,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,Meditation,Attention
2158,75157,12320,3683,3280,2036,1572,1555,737,53,38
2159,825990,66684,5519,5638,6092,3185,5378,2387,38,37
2160,200220,67548,30982,3541,9873,6100,1853,1615,43,34
2161,1446098,152703,86483,41126,35544,12456,9364,4806,56,35
2162,448213,87063,9609,11877,12337,10476,4257,2660,48,37
2163,795733,83540,34000,6137,21904,9451,4549,3632,56,43
2164,1090694,113637,33243,34601,10438,3867,2944,4220,60,34
2165,150383,47928,3484,12537,2475,3942,1607,2321,51,37
2166,415106,235738,3612,16300,18997,3519,5392,3174,43,14
2167,57880,6576,4015,1670,1694,2168,1231,1485,48,24
2168,425174,76977,3965,24697,11745,7100,16287,4366,41,37
2169,942598,55665,24935,21057,8582,5168,4714,4268,50,35
2170,947131,535793,184437,36655,32416,65908,34812,12502,64,56
2171,614754,25629,21116,5148,4457,3249,2931,2954,66,44
2172,183041,42001,1012,18580,6311,5817,3702,4562,67,47
2173,55266,124211,13280,12666,20389,5061,8749,3330,54,41
2174,614981,430015,30387,60915,37487,15625,29892,13775,50,29
2175,170830,14038,12417,2455,3054,3086,914,324,50,35
2176,187032,29511,2111,5243,2465,1657,1300,727,44,26
2177,1605299,185333,195520,13506,18199,34847,17574,18344,61,38
2178,484056,1131434,127306,77592,7478,30030,77722,20740,60,35
2179,1914960,162022,25082,10901,18682,20467,16051,5388,47,34
2180,241320,18323,4004,3970,392,1319,1010,582,53,37
2181,440847,281685,76363,43016,55844,22287,8079,6325,44,29
2182,58152,20190,8874,1210,941,651,670,295,53,29
2183,918917,44054,28554,10849,9862,13192,20129,4670,64,35
2184,523920,200605,33724,5988,5900,5162,4291,2510,56,26
2185,1215563,1335558,40240,97188,16307,41359,22571,13072,44,20
2186,661176,169878,11395,81001,10134,7482,9799,3894,47,21
2187,712416,22557,11221,9066,4166,5785,2645,1883,47,20
2188,102328,81687,1052,7364,3834,2090,3358,1104,41,21
2189,1152991,94527,62664,14927,6342,10007,9723,4089,60,29
2190,50011,6238,838,983,809,1153,396,545,51,48
2191,1749820,586191,261009,34703,62528,50419,45089,28896,48,40
2192,134796,70238,5361,12149,5466,2599,2615,1013,56,41
2193,1484581,130224,47110,34556,62739,11518,6001,5694,50,41
2194,700320,60300,6462,10969,7391,4058,3110,2715,51,29
2195,126423,43869,4213,2288,2758,3493,3326,1722,40,30
2196,1137316,1142205,104552,122162,121830,43981,28773,19015,37,30
2197,2549808,227520,169970,52702,122902,68596,16442,9317,40,43
2198,84913,36474,1605,3857,848,1491,376,416,35,38
2199,251667,51837,3249,1823,1208,1647,944,547,30,27
2200,99525,38364,6504,4697,5590,2452,722,564,34,34
2201,1352893,339620,53912,6405,52390,11204,23000,5931,21,13
2202,1382953,512188,13649,7501,19317,20210,12654,13015,8,13
2203,23269,20578,3850,493,1600,1233,1025,913,16,17
2204,902569,316702,54962,20833,12032,14964,10485,7415,16,16
2205,2868783,425809,60562,85341,42328,20018,15166,11527,23,20
2206,128131,16502,32947,2718,3379,2801,2070,819,57,24
2207,632821,114745,9588,20431,12979,8815,3314,2529,60,27
2208,54838,78269,8091,2471,6952,7518,2732,3977,53,37
2209,146341,54591,6329,814,3918,2236,737,785,43,37
2210,306339,76949,21704,15358,6577,8500,9978,4294,30,41
2211,582841,58102,33186,8404,10341,5414,2524,1440,40,38
2212,1222235,48699,132676,82530,23474,22340,12592,8039,69,37
2213,197275,29204,14553,1470,3561,1988,1101,389,83,40
2214,196579,691809,123598,10613,27650,15326,9181,11554,75,23
2215,461539,164604,11126,20079,17219,22213,25506,10438,63,34
2216,137171,130526,11533,5188,4968,4115,1847,1669,35,23
2217,196169,88170,10897,4104,12214,5609,2730,2383,24,24
2218,1305918,62605,9202,25559,26461,16218,10732,5933,29,50
2219,414355,278412,13957,83004,46711,13320,13673,4712,35,37
2220,45087,29267,34620,3863,1534,1935,2055,1422,56,37
2221,134303,33765,11313,1734,7463,1889,2046,729,63,34
2222,684898,354638,21477,27035,14032,12326,10315,7054,53,14
2223,291382,134407,47225,4923,5531,5702,6872,3007,56,13
2224,363486,49313,37032,9220,12217,4700,7348,2835,50,20
2225,2207771,245783,38478,42914,33478,12537,20657,14818,50,20
2226,383093,567597,65632,22200,27459,13581,8764,9166,50,14
2227,2090849,1377670,142393,70304,67438,67334,86779,21836,41,17
2228,718582,238817,10981,7949,7549,12609,11987,2920,20,16
2229,142412,19927,12678,3280,2463,3580,1036,1401,27,26
2230,38962,20284,5456,2735,6913,2605,2692,1709,35,43
2231,1411899,745999,39216,104315,35747,40218,30341,14566,38,43
2232,726047,29927,29115,2975,3531,1941,3460,1687,61,38
2233,1669731,75999,35001,21426,3648,5276,11410,6309,61,27
2234,1115913,70936,39005,11625,11710,6557,8669,3667,69,21
2235,577081,81609,12919,18998,9511,6877,2578,1804,77,24
2236,152553,49670,3995,7678,3492,3888,3307,748,61,34
2237,220402,168265,50009,11740,9538,17216,23386,3705,56,41
2238,2354784,612390,37982,50058,84757,67726,37114,47868,40,50
2239,1047387,1927453,120773,114384,33840,27769,23931,14478,29,30
2240,1271712,470492,88913,206684,45156,51617,55117,37520,38,30
2241,100367,50082,12883,690,1740,3200,1720,451,35,26
2242,92469,9353,1694,1677,1838,1312,840,368,43,26
2243,598801,20729,5998,3048,2280,5063,1780,3666,53,54
2244,164846,64586,4387,4882,7860,2167,3961,2665,40,47
2245,188000,65944,9697,12047,3244,1783,4054,2286,41,37
2246,780482,118185,26675,20022,12546,11260,14638,4527,43,29
2247,161456,62697,2900,1776,2189,2550,5252,977,27,13
2248,109610,4992,31117,879,5036,1156,1798,835,56,14
2249,1006217,124069,50163,34997,19891,30761,7468,6626,60,37
2250,59313,23350,6520,5486,3397,1060,646,488,61,29
2251,844740,65668,15443,1923,9298,9914,3208,2381,70,43
2252,1045724,74411,65461,64607,17101,9715,7080,4565,63,48
2253,44779,46711,29587,14940,11877,6164,8935,7772,66,38
2254,400475,38381,6234,8343,8588,3308,2029,1333,63,44
2255,179153,11382,1130,1252,3162,1139,1852,254,60,41
2256,354294,257274,49469,6027,35719,10240,3321,2138,41,38
2257,452178,160604,56147,19273,25622,13597,13754,4951,37,37
2258,305179,16756,4257,2848,3506,3077,616,350,37,44
2259,987064,182259,33591,22557,41690,14064,8334,3641,40,41
2260,279677,167003,33824,22488,28338,6936,7238,10437,44,40
2261,92482,153886,9581,18941,10039,5625,3317,1547,37,34
2262,853885,321898,4004,14484,95655,21554,13886,8306,17,24
2263,1364575,211056,23608,17856,27000,14982,20467,3358,14,24
2264,14259,34276,9391,2808,5991,2168,3540,546,14,27
2265,345880,196630,30560,12591,6613,17663,4932,3031,16,40
2266,367601,80151,17147,10531,43092,11951,2150,2740,30,44
2267,395906,287262,119085,82489,47653,36896,30907,4310,41,48
2268,439433,51682,4023,7674,5460,5194,3714,1881,38,54
2269,1272521,390132,127514,29275,31238,21771,13309,8462,43,47
2270,194090,87336,14621,6004,13535,7437,4218,3514,43,41
2271,2366276,243508,114687,122646,31123,42407,24469,10935,47,43
2272,125439,21308,1314,1888,3180,952,687,606,43,35
2273,57799,30641,11697,4522,2490,3170,636,409,47,43
2274,146923,25304,10813,3966,3880,4073,884,1872,53,48
2275,1904361,357413,9188,90981,64160,19858,13324,9383,41,40
2276,410294,130426,13823,42780,17186,51450,6454,14335,50,61
2277,101355,15829,1793,2206,890,1699,2747,986,43,63
2278,1843419,289627,38965,10780,30902,19553,31438,14358,34,56
2279,128549,11435,4357,1959,1465,2052,2329,424,38,67
2280,511874,53256,12105,3576,11352,3261,5149,1489,37,47
2281,558770,141600,7947,9976,11552,6044,4525,3006,29,37
2282,105175,9647,1607,1406,1383,2673,1579,664,34,51
2283,120026,98986,13911,7174,4470,6102,1412,2053,26,41
2284,392690,189124,77737,11191,57432,23818,9340,5913,29,48
2285,1030655,303489,137110,23753,5972,18997,13000,3009,41,50
2286,703656,23251,4782,7289,781,3784,1356,830,48,41
2287,488774,69964,14547,4253,12504,9178,2557,658,50,50
2288,64671,2923,1457,1329,2612,1312,306,98,51,61
2289,176977,55988,4127,26804,26763,12446,6305,2578,48,77
2290,2083045,208906,62739,31392,31409,26044,12718,3385,47,75
2291,188976,298248,23773,15297,22871,12945,4955,2223,41,61
2292,1402008,185132,8971,12339,7641,10456,4885,2487,29,44
2293,147544,390453,196078,18106,45774,38340,60229,29001,35,35
2294,230580,11959,5825,2470,5820,798,496,254,38,27
2295,130336,102571,21020,11477,13828,10875,5198,1655,47,37
2296,199843,39034,39854,15616,3380,14526,7787,4695,67,48
2297,344225,15398,6715,7244,3087,1720,1300,954,70,48
2298,973325,178350,10627,19622,9986,11604,4162,4931,61,51
2299,1575773,112282,29434,5155,43843,6855,9991,9545,60,47
2300,717963,55459,9455,10968,9323,6255,4017,2575,48,38
2301,258470,251543,31297,33523,43715,6192,5544,3343,37,26
2302,2332273,653880,443920,230551,92948,42916,49090,52024,53,20
2303,1075104,54245,44253,32969,3442,6765,9422,4499,67,20
2304,733278,233437,8963,60311,20377,7082,11192,8473,67,4
2305,3159419,294827,23781,74243,91339,35818,129091,32814,69,23
2306,1537879,696212,302959,42071,67309,107194,55537,35236,61,37
2307,738739,225917,48587,2016,20360,9736,8870,9294,44,34
2308,1093637,263487,33504,104983,29781,10686,17236,7227,50,35
2309,304534,22985,18080,8357,4498,9832,1773,2195,60,43
2310,1860946,169776,62946,17579,18601,9325,13726,21766,60,29
2311,629650,107329,4049,4243,8323,4783,3184,3241,50,34
2312,49176,278092,187784,1756,16584,16944,27822,12523,53,37
2313,958140,284320,46064,39466,11531,8291,9404,15720,44,13
2314,899715,79350,92944,23802,19894,15255,8119,8621,54,21
2315,2115119,740150,263975,227958,163718,118103,77983,19500,74,30
2316,851162,218908,92190,12330,12909,16017,16670,8310,67,37
2317,91136,12949,11536,8784,6950,3342,2918,1200,80,51
2318,345248,10411,4229,4802,3021,2929,985,1027,74,57
2319,771912,446214,71119,57886,42542,35540,17167,13399,64,53
2320,164900,24936,15856,5682,5679,7829,3817,1936,67,67
2321,1634695,326535,51247,39635,30795,19204,18437,11109,56,60
2322,1746992,226705,11830,27529,8895,7986,14752,5073,44,40
2323,393996,339081,111272,45602,39932,12786,16792,10038,51,29
2324,333664,5005,565,3890,3779,1864,405,261,51,29
2325,94635,16303,7841,2132,2134,2826,1185,1344,50,24
2326,499308,72077,3716,8938,5625,5483,2866,2091,44,27
2327,142785,21175,19521,1802,2469,716,1699,1239,61,21
2328,337402,34812,26479,16862,8336,5171,5776,2132,67,34
2329,3060717,564910,42754,24175,115040,43872,19150,27729,53,27
2330,1223538,203108,26157,80865,39525,9768,16966,3451,63,20
2331,157479,188475,38573,7809,10758,7643,4927,6902,50,26
2332,534954,848148,31651,19319,15742,37979,27365,20280,23,21
2333,1578790,894260,126111,75299,64218,68916,27400,36631,29,21
2334,262151,92268,31829,8364,7927,5814,4657,5121,29,23
2335,1478436,555202,17401,16816,30014,16922,9141,4741,16,23
2336,828022,183919,43959,79473,24976,34887,8295,7750,38,35
2337,110113,18141,8208,6184,1779,1049,1124,765,50,27
2338,202230,23014,3757,25810,13964,5747,3663,4140,56,40
2339,89918,40940,565,1524,3125,598,1827,1443,54,29
2340,59667,35430,4255,6381,3064,3935,1805,1372,48,26
2341,424374,38864,1576,3958,2640,3726,2288,1224,29,38
2342,839646,55147,18929,3528,5437,3439,5713,1888,23,26
2343,596503,80399,21119,48582,29714,21266,18738,5202,44,53
2344,1204350,128985,34786,25601,18372,9407,10504,3822,48,47
2345,720123,118623,74636,16984,17439,10852,17760,4087,64,41
2346,610225,7049,7553,9681,1997,2717,2946,2206,80,51
2347,106085,374977,92576,23843,27099,12615,12554,4617,75,34
2348,258163,24079,10364,4294,7286,3170,2658,920,77,38
2349,1970921,614225,41143,21808,162903,48428,31003,24461,56,41
2350,207647,53924,4810,5294,2710,6694,1678,2083,34,40
2351,947698,33972,7520,12010,2345,7931,2321,5997,38,60
2352,445267,166745,20933,6022,5315,9900,5164,5847,27,54
2353,3442628,1336506,349724,54935,81566,67000,22614,23935,40,50
2354,1069831,56384,33864,3157,4324,13372,4547,2432,51,53
2355,1049227,296012,10009,37615,50175,29393,18788,13083,38,48
2356,211317,24486,9773,3831,3338,3195,1724,1176,48,53
2357,1308643,85536,16182,13801,24318,16389,4346,9608,47,67
2358,904108,119061,21984,12299,5250,10760,3011,3878,40,57
2359,451872,37150,49288,13571,21477,11941,9011,7676,60,61
2360,103978,28643,7434,6460,6866,5254,1344,791,57,66
2361,324695,167608,24742,16933,8861,4218,5780,1707,57,44
2362,1714945,35643,20857,13474,5883,3339,11046,3682,69,40
2363,2491255,565490,79364,72234,62820,60354,23887,17386,56,38
2364,262979,137458,27432,12917,27270,7875,8542,3984,51,26
2365,1499357,142563,64650,70843,56692,32683,18368,9149,61,44
2366,530623,31418,2171,4160,5267,4896,4510,1573,44,56
2367,3292651,59947,7287,15916,6998,9757,4209,5168,47,60
2368,92005,44034,4053,2316,2241,1962,1504,295,41,56
2369,670784,155856,74106,43242,7729,6608,3552,2782,43,38
2370,124090,28866,6642,5219,9661,4910,3780,794,50,38
2371,855287,192518,83580,50384,44031,7751,18067,10855,56,21
2372,790129,237513,78747,26337,32535,16436,28662,11342,64,24
2373,520955,40939,5799,5873,1941,4454,3653,1633,54,40
2374,1342798,641707,476521,56152,37737,35791,54226,22785,66,24
2375,1276696,455366,137277,37593,118340,67139,27929,37650,57,41
2376,1423193,695829,164424,196455,100913,41863,46675,42191,61,37
2377,397530,134080,59437,14012,18131,15994,13611,11715,66,37
2378,1213232,282331,85151,16261,52075,10457,22219,7122,56,35
2379,606361,71196,17604,27329,9077,6065,1624,4345,61,24
2380,156104,40538,13456,9378,2898,5842,3604,1821,61,35
2381,232654,46745,3236,8800,5004,5195,3219,2785,54,37
2382,925930,1173567,190487,50706,32663,28704,53192,30118,51,34
2383,1859195,896276,151391,148202,46570,41109,67482,57876,47,29
2384,641490,182470,41980,7895,12876,38073,18613,12533,38,38
2385,224510,216440,14758,19299,6934,4984,8280,14719,37,21
2386,246719,163648,86008,73133,20497,28608,3881,8056,50,38
2387,868119,201908,18588,57188,74992,59315,28276,16365,47,60
2388,591913,458671,73830,185195,49016,54441,48724,32701,54,51
2389,718336,209341,65475,11621,34598,14294,22836,7669,60,63
2390,224308,311517,176234,67383,30478,42649,57672,40702,57,61
2391,2108053,1007458,20920,148109,292259,123213,37423,57690,53,54
2392,455445,55652,2685,3945,1611,2597,1401,1787,38,47
2393,612348,184473,17386,20617,32628,13050,11392,5490,34,48
2394,44004,41660,1958,3213,577,1440,831,1381,16,38
2395,640078,204078,105299,30207,16221,16943,15310,5258,30,27
2396,661466,66762,19754,4822,14026,11105,11468,3236,41,40
2397,254325,50351,103952,19595,34116,22030,11649,6194,60,50
2398,1051549,106018,19484,19461,42889,10871,16357,5257,66,60
2399,832664,359161,22113,14610,15410,16589,6170,3207,50,57
2400,2064631,733718,185119,42029,39039,33490,58772,16694,50,44
2401,2071387,570659,77469,117198,135952,71603,57927,20741,35,41
2402,1103007,127996,100592,50507,1128,28495,13101,8635,48,44
2403,1276889,312633,60601,18102,13461,24081,24461,21096,56,48
2404,827794,313682,78401,42526,11370,14439,18927,4049,57,48
2405,820363,45592,18220,18363,4280,6138,3041,1116,67,43
2406,105307,26399,16585,4770,3030,2827,1283,423,63,38
2407,440999,175736,13739,54644,31691,20712,20494,10394,66,43
2408,1565499,215942,31782,31343,21559,10499,7185,4046,63,43
2409,158346,180197,25042,28055,18328,36401,17159,6026,53,53
2410,776515,48792,88153,15800,14266,14940,9283,9841,60,57
2411,558986,176362,11986,66729,15034,19389,9455,12484,61,56
2412,804697,97988,10828,12734,22058,13956,9012,12905,56,69
2413,2155222,1038971,180681,75994,105006,22752,39560,39412,57,44
2414,1091081,22883,10504,2769,10165,5192,1904,2298,44,50
2415,37476,8342,1779,1759,1338,909,587,440,43,51
2416,1318034,157401,14077,47929,11848,28406,16890,16323,50,51
2417,1395110,293840,64895,32640,32637,23805,16152,5206,51,66
2418,458698,46532,15196,29336,6587,12176,6979,4064,57,64
2419,12514,9855,3480,5180,2844,1205,1030,542,64,61
2420,1347175,667869,73908,88961,35867,22039,40265,14851,60,41
2421,35619,94047,25455,1752,6754,7568,3189,3509,60,41
2422,1559489,141481,32832,106314,40231,29786,96728,20382,60,40
2423,425666,42760,9153,10286,2680,6524,2179,3290,54,44
2424,932473,375190,32345,32255,13320,6210,8779,3413,53,38
2425,1608624,50397,38402,11673,14252,5807,17165,4151,63,38
2426,106000,35955,3284,2855,3133,1510,1368,561,48,24
2427,572765,173438,46407,22468,25998,8389,9057,8943,47,13
2428,1098952,168025,15532,14107,19385,8230,7585,3240,47,26
2429,62425,48765,5831,8828,1395,6357,3465,1274,38,30
2430,632738,83626,8167,9752,7552,4999,1095,1823,40,37
2431,247421,96448,7657,14435,5300,2024,2800,1078,35,26
2432,788773,99519,7706,27660,3166,6311,13904,3611,41,26
2433,1926428,81166,39658,15645,7602,16555,13683,14536,48,29
2434,1386047,1260209,47510,98941,170512,134814,91351,45126,41,40
2435,266884,43811,4368,2357,4588,7889,1075,905,37,66
2436,916221,146974,61688,16474,16153,11663,10575,8922,40,67
2437,378184,73538,78106,11354,13359,15352,8554,7616,44,64
2438,834423,293465,42772,30855,32602,14526,6978,4262,51,54
2439,535012,319368,52401,27056,10444,16644,8090,10516,57,38
2440,32318,47457,4908,727,836,1488,3170,1182,44,30
2441,331094,76055,3918,1985,13536,5060,3970,2635,20,24
2442,90455,174844,18123,23262,4278,7001,7519,5846,20,21
2443,274392,52805,18676,5088,20283,6478,1574,1086,20,21
2444,637684,59623,7473,8476,8125,5717,8238,2367,20,27
2445,43815,101696,18060,4910,2937,4312,2433,3546,26,29
2446,318334,741269,59451,6451,16389,29551,11527,12538,29,24
2447,743153,110449,5047,8904,6627,6805,2122,3442,21,30
2448,357578,953830,145319,45522,135312,84729,76361,43820,17,30
2449,452193,219563,38216,31755,44315,6832,6632,2609,20,26
2450,599356,69435,10967,17504,8597,13843,4165,1114,30,43
2451,1335779,262307,37936,40733,23550,13095,16006,4548,40,40
2452,743711,230619,33931,19015,33968,17696,15151,9688,41,37
2453,208735,14871,6582,9087,6217,3494,2932,1294,50,56
2454,639702,120114,56094,18090,6011,14207,13823,3443,56,48
2455,33500,1479,4258,2329,1035,1372,286,202,74,64
2456,83503,180857,1942,16493,7342,10767,5324,1362,67,63
2457,528036,117893,38336,74526,7461,24831,8415,6931,67,61
2458,1259225,28945,28218,16372,12225,8215,5881,9669,74,67
2459,1062886,462306,49050,17088,27862,23334,20692,22431,50,51
2460,470567,187326,2592,14277,2140,11350,3750,2597,48,53
2461,106525,47916,3718,3205,7017,4640,3542,1748,30,51
2462,484136,159580,57936,30479,15553,18285,31806,8556,24,43
2463,614384,11317,2675,10524,8920,7603,3115,2433,37,67
2464,163977,225777,59346,28453,21659,26249,14382,6603,48,74
2465,240843,33678,4249,4939,12520,4166,2239,855,53,75
2466,22449,31988,2704,4981,3564,1221,607,688,47,64
2467,589724,182738,61832,34701,55415,21600,16752,14047,43,48
2468,1045898,85843,4434,4860,5331,7670,5540,2659,34,48
2469,109307,79528,8567,16806,3192,8405,3132,2978,37,44
2470,1602163,71386,44633,29265,45891,11149,18786,7303,47,56
2471,1439799,177678,60056,76589,67510,48113,16027,14858,50,64
2472,919986,358980,31157,54870,19206,14100,13217,12748,57,53
2473,573792,20987,3747,13409,7374,2273,1685,1351,64,48
2474,259734,32822,24725,28226,5349,6666,2089,2045,70,48
2475,616662,38317,11039,11918,6014,3055,2953,775,70,48
2476,1573447,136900,17758,45392,35988,24796,20398,6202,67,47
2477,885037,164297,80750,21596,12001,17515,8816,6010,77,54
2478,810842,38992,3154,12527,4517,5568,2728,1565,70,61
2479,554355,283455,103067,149072,17440,27834,19878,13726,66,54
2480,1877076,123347,54302,44248,27204,52135,20018,14522,70,63
2481,2089256,223649,40302,6958,12236,22428,7302,5139,60,64
2482,244700,79541,22192,8903,4102,3543,1826,1445,61,51
2483,61387,20744,2913,1080,1563,1305,874,485,47,51
2484,560428,121584,7645,8048,6258,6766,1784,1280,34,34
2485,560865,12258,5094,20945,5890,2207,4305,1866,51,29
2486,1769297,548705,54001,278461,149437,80125,32784,43836,53,43
2487,1301820,94408,49686,9094,20122,12896,14687,6561,63,48
2488,173012,25893,3733,705,1966,5085,513,1530,63,63
2489,509554,54516,32728,31731,31745,7869,6315,3424,57,64
2490,561344,179751,22364,3428,8835,12706,6760,6746,44,60
2491,618573,101057,1030,8073,4966,3957,3815,1282,27,51
2492,1308453,93036,31398,3906,9257,9410,9650,3818,38,41
